Date,Chlorophyll,source
2005-01-01,0.17458275,Chlorophyll
2005-02-01,0.15003759,Chlorophyll
2005-03-01,0.116102055,Chlorophyll
2005-04-01,0.103017166,Chlorophyll
2005-05-01,0.09870502,Chlorophyll
2005-06-01,0.100266196,Chlorophyll
2005-07-01,0.106715776,Chlorophyll
2005-08-01,0.12622036,Chlorophyll
2005-09-01,0.13530734,Chlorophyll
2005-10-01,0.16163659,Chlorophyll
2005-11-01,0.17192988,Chlorophyll
2005-12-01,0.18884012,Chlorophyll
2006-01-01,0.18461822,Chlorophyll
2006-02-01,0.1527868,Chlorophyll
2006-03-01,0.11547966,Chlorophyll
2006-04-01,0.118164204,Chlorophyll
2006-05-01,0.10584712,Chlorophyll
2006-06-01,0.10515907,Chlorophyll
2006-07-01,0.10226543,Chlorophyll
2006-08-01,0.11575841,Chlorophyll
2006-09-01,0.12514761,Chlorophyll
2006-10-01,0.15341797,Chlorophyll
2006-11-01,0.1679884,Chlorophyll
2006-12-01,0.17522496,Chlorophyll
2007-01-01,0.1480452,Chlorophyll
2007-02-01,0.1336752,Chlorophyll
2007-03-01,0.11352022,Chlorophyll
2007-04-01,0.10856165,Chlorophyll
2007-05-01,0.104858786,Chlorophyll
2007-06-01,0.10235548,Chlorophyll
2007-07-01,0.11399727,Chlorophyll
2007-08-01,0.12062398,Chlorophyll
2007-09-01,0.13362911,Chlorophyll
2007-10-01,0.16431315,Chlorophyll
2007-11-01,0.18492666,Chlorophyll
2007-12-01,0.17828,Chlorophyll
2008-01-01,0.16959724,Chlorophyll
2008-02-01,0.10504849,Chlorophyll
2008-03-01,0.11862152,Chlorophyll
2008-04-01,0.099703185,Chlorophyll
2008-05-01,0.10172034,Chlorophyll
2008-06-01,0.09253615,Chlorophyll
2008-07-01,0.09411608,Chlorophyll
2008-08-01,0.12058933,Chlorophyll
2008-09-01,0.11849555,Chlorophyll
2008-10-01,0.1411156,Chlorophyll
2008-11-01,0.14136209,Chlorophyll
2008-12-01,0.16332266,Chlorophyll
2009-01-01,0.16827245,Chlorophyll
2009-02-01,0.12030447,Chlorophyll
2009-03-01,0.109681375,Chlorophyll
2009-04-01,0.113793254,Chlorophyll
2009-05-01,0.09466064,Chlorophyll
2009-06-01,0.10834671,Chlorophyll
2009-07-01,0.09691092,Chlorophyll
2009-08-01,0.14741562,Chlorophyll
