datetime,Rainfall,Source
9/23/24 0:00,0.00,"IMERG - Johnson City, TN"
9/23/24 1:00,0.00,"IMERG - Johnson City, TN"
9/23/24 2:00,0.00,"IMERG - Johnson City, TN"
9/23/24 3:00,0.00,"IMERG - Johnson City, TN"
9/23/24 4:00,0.00,"IMERG - Johnson City, TN"
9/23/24 5:00,0.00,"IMERG - Johnson City, TN"
9/23/24 6:00,0.00,"IMERG - Johnson City, TN"
9/23/24 7:00,0.00,"IMERG - Johnson City, TN"
9/23/24 8:00,0.00,"IMERG - Johnson City, TN"
9/23/24 9:00,0.00,"IMERG - Johnson City, TN"
9/23/24 10:00,0.00,"IMERG - Johnson City, TN"
9/23/24 11:00,0.00,"IMERG - Johnson City, TN"
9/23/24 12:00,0.00,"IMERG - Johnson City, TN"
9/23/24 13:00,0.00,"IMERG - Johnson City, TN"
9/23/24 14:00,0.00,"IMERG - Johnson City, TN"
9/23/24 15:00,0.00,"IMERG - Johnson City, TN"
9/23/24 16:00,0.00,"IMERG - Johnson City, TN"
9/23/24 17:00,0.00,"IMERG - Johnson City, TN"
9/23/24 18:00,0.00,"IMERG - Johnson City, TN"
9/23/24 19:00,0.00,"IMERG - Johnson City, TN"
9/23/24 20:00,0.01,"IMERG - Johnson City, TN"
9/23/24 21:00,0.07,"IMERG - Johnson City, TN"
9/23/24 22:00,0.12559054874059725,"IMERG - Johnson City, TN"
9/23/24 23:00,0.12559054874059725,"IMERG - Johnson City, TN"
9/24/24 0:00,0.12559054874059725,"IMERG - Johnson City, TN"
9/24/24 1:00,0.12559054874059725,"IMERG - Johnson City, TN"
9/24/24 2:00,0.12559054874059725,"IMERG - Johnson City, TN"
9/24/24 3:00,0.1311023597876857,"IMERG - Johnson City, TN"
9/24/24 4:00,0.1311023597876857,"IMERG - Johnson City, TN"
9/24/24 5:00,0.1311023597876857,"IMERG - Johnson City, TN"
9/24/24 6:00,0.20472440369955203,"IMERG - Johnson City, TN"
9/24/24 7:00,0.2377952688087629,"IMERG - Johnson City, TN"
9/24/24 8:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 9:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 10:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 11:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 12:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 13:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 14:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 15:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 16:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 17:00,0.2610236142329344,"IMERG - Johnson City, TN"
9/24/24 18:00,0.29685038457235957,"IMERG - Johnson City, TN"
9/24/24 19:00,0.3102362114848115,"IMERG - Johnson City, TN"
9/24/24 20:00,0.3196850301712517,"IMERG - Johnson City, TN"
9/24/24 21:00,0.3196850301712517,"IMERG - Johnson City, TN"
9/24/24 22:00,0.32952754985629107,"IMERG - Johnson City, TN"
9/24/24 23:00,0.32952754985629107,"IMERG - Johnson City, TN"
9/25/24 0:00,0.3999999892993237,"IMERG - Johnson City, TN"
9/25/24 1:00,0.42795274436004527,"IMERG - Johnson City, TN"
9/25/24 2:00,0.49724408022062055,"IMERG - Johnson City, TN"
9/25/24 3:00,0.6669291126446462,"IMERG - Johnson City, TN"
9/25/24 4:00,0.9992125794643494,"IMERG - Johnson City, TN"
9/25/24 5:00,1.0976377763147431,"IMERG - Johnson City, TN"
9/25/24 6:00,1.2251968318083157,"IMERG - Johnson City, TN"
9/25/24 7:00,1.2358267523172335,"IMERG - Johnson City, TN"
9/25/24 8:00,1.2358267523172335,"IMERG - Johnson City, TN"
9/25/24 9:00,1.2358267523172335,"IMERG - Johnson City, TN"
9/25/24 10:00,1.2468503744114103,"IMERG - Johnson City, TN"
9/25/24 11:00,1.2468503744114103,"IMERG - Johnson City, TN"
9/25/24 12:00,1.2468503744114103,"IMERG - Johnson City, TN"
9/25/24 13:00,1.2944881664955712,"IMERG - Johnson City, TN"
9/25/24 14:00,1.2944881664955712,"IMERG - Johnson City, TN"
9/25/24 15:00,1.3381889544603396,"IMERG - Johnson City, TN"
9/25/24 16:00,1.3551180874268842,"IMERG - Johnson City, TN"
9/25/24 17:00,1.5153542958845305,"IMERG - Johnson City, TN"
9/25/24 18:00,1.5527558702183522,"IMERG - Johnson City, TN"
9/25/24 19:00,1.5527558702183522,"IMERG - Johnson City, TN"
9/25/24 20:00,1.6133857899763453,"IMERG - Johnson City, TN"
9/25/24 21:00,1.8700787026112475,"IMERG - Johnson City, TN"
9/25/24 22:00,2.301574767105223,"IMERG - Johnson City, TN"
9/25/24 23:00,3.003543249265416,"IMERG - Johnson City, TN"
9/26/24 0:00,3.5271652852456405,"IMERG - Johnson City, TN"
9/26/24 1:00,3.758661333970198,"IMERG - Johnson City, TN"
9/26/24 2:00,4.033464484327422,"IMERG - Johnson City, TN"
9/26/24 3:00,4.25,"IMERG - Johnson City, TN"
9/26/24 4:00,4.265747944435736,"IMERG - Johnson City, TN"
9/26/24 5:00,4.419684946302354,"IMERG - Johnson City, TN"
9/26/24 6:00,4.687795180270053,"IMERG - Johnson City, TN"
9/26/24 7:00,5.0389762762493975,"IMERG - Johnson City, TN"
9/26/24 8:00,5.591732180259359,"IMERG - Johnson City, TN"
9/26/24 9:00,5.914960518831343,"IMERG - Johnson City, TN"
9/26/24 10:00,6.248818787298803,"IMERG - Johnson City, TN"
9/26/24 11:00,6.499212483956119,"IMERG - Johnson City, TN"
9/26/24 12:00,6.66,"IMERG - Johnson City, TN"
9/26/24 13:00,6.858267592867528,"IMERG - Johnson City, TN"
9/26/24 14:00,7.129921130542679,"IMERG - Johnson City, TN"
9/26/24 15:00,7.35,"IMERG - Johnson City, TN"
9/26/24 16:00,7.433070729332646,"IMERG - Johnson City, TN"
9/26/24 17:00,7.514566789696535,"IMERG - Johnson City, TN"
9/26/24 18:00,7.796456547468666,"IMERG - Johnson City, TN"
9/26/24 19:00,8.360629772811423,"IMERG - Johnson City, TN"
9/26/24 20:00,8.77,"IMERG - Johnson City, TN"
9/26/24 21:00,9.300787248245374,"IMERG - Johnson City, TN"
