datetime,Rainfall,Source
9/23/24 0:00,0,"IMERG - Newport, TN"
9/23/24 1:00,0,"IMERG - Newport, TN"
9/23/24 2:00,0,"IMERG - Newport, TN"
9/23/24 3:00,0,"IMERG - Newport, TN"
9/23/24 4:00,0,"IMERG - Newport, TN"
9/23/24 5:00,0,"IMERG - Newport, TN"
9/23/24 6:00,0,"IMERG - Newport, TN"
9/23/24 7:00,0,"IMERG - Newport, TN"
9/23/24 8:00,0,"IMERG - Newport, TN"
9/23/24 9:00,0,"IMERG - Newport, TN"
9/23/24 10:00,0,"IMERG - Newport, TN"
9/23/24 11:00,0,"IMERG - Newport, TN"
9/23/24 12:00,0,"IMERG - Newport, TN"
9/23/24 13:00,0,"IMERG - Newport, TN"
9/23/24 14:00,0,"IMERG - Newport, TN"
9/23/24 15:00,0,"IMERG - Newport, TN"
9/23/24 16:00,0,"IMERG - Newport, TN"
9/23/24 17:00,0,"IMERG - Newport, TN"
9/23/24 18:00,0,"IMERG - Newport, TN"
9/23/24 19:00,0,"IMERG - Newport, TN"
9/23/24 20:00,0,"IMERG - Newport, TN"
9/23/24 21:00,0,"IMERG - Newport, TN"
9/23/24 22:00,0,"IMERG - Newport, TN"
9/23/24 23:00,0,"IMERG - Newport, TN"
9/24/24 0:00,0,"IMERG - Newport, TN"
9/24/24 1:00,0,"IMERG - Newport, TN"
9/24/24 2:00,0,"IMERG - Newport, TN"
9/24/24 3:00,0,"IMERG - Newport, TN"
9/24/24 4:00,0.061811020993810945,"IMERG - Newport, TN"
9/24/24 5:00,0.16653543088849138,"IMERG - Newport, TN"
9/24/24 6:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 7:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 8:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 9:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 10:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 11:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 12:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 13:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 14:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 15:00,0.19488188636115217,"IMERG - Newport, TN"
9/24/24 16:00,0.2114173189157576,"IMERG - Newport, TN"
9/24/24 17:00,0.3019684981408082,"IMERG - Newport, TN"
9/24/24 18:00,0.3019684981408082,"IMERG - Newport, TN"
9/24/24 19:00,0.3019684981408082,"IMERG - Newport, TN"
9/24/24 20:00,0.3019684981408082,"IMERG - Newport, TN"
9/24/24 21:00,0.3019684981408082,"IMERG - Newport, TN"
9/24/24 22:00,0.3019684981408082,"IMERG - Newport, TN"
9/24/24 23:00,0.328740152,"IMERG - Newport, TN"
9/25/24 0:00,0.3996062918206838,"IMERG - Newport, TN"
9/25/24 1:00,0.46653542286298405,"IMERG - Newport, TN"
9/25/24 2:00,0.5909448703677636,"IMERG - Newport, TN"
9/25/24 3:00,0.5909448703677636,"IMERG - Newport, TN"
9/25/24 4:00,0.5909448703677636,"IMERG - Newport, TN"
9/25/24 5:00,0.6291338462587887,"IMERG - Newport, TN"
9/25/24 6:00,0.6381889639466297,"IMERG - Newport, TN"
9/25/24 7:00,0.6381889639466297,"IMERG - Newport, TN"
9/25/24 8:00,0.6381889639466297,"IMERG - Newport, TN"
9/25/24 9:00,0.6381889639466297,"IMERG - Newport, TN"
9/25/24 10:00,0.6850393563802317,"IMERG - Newport, TN"
9/25/24 11:00,0.7429133685613711,"IMERG - Newport, TN"
9/25/24 12:00,0.7429133685613711,"IMERG - Newport, TN"
9/25/24 13:00,0.7818897468895893,"IMERG - Newport, TN"
9/25/24 14:00,0.9244094274234115,"IMERG - Newport, TN"
9/25/24 15:00,1.059842495849048,"IMERG - Newport, TN"
9/25/24 16:00,1.1838582382486091,"IMERG - Newport, TN"
9/25/24 17:00,1.5263779157787327,"IMERG - Newport, TN"
9/25/24 18:00,1.7980314440673262,"IMERG - Newport, TN"
9/25/24 19:00,2.093700725643888,"IMERG - Newport, TN"
9/25/24 20:00,2.9818896809959505,"IMERG - Newport, TN"
9/25/24 21:00,3.7499999074544026,"IMERG - Newport, TN"
9/25/24 22:00,4.661023505472057,"IMERG - Newport, TN"
9/25/24 23:00,5.385432939272462,"IMERG - Newport, TN"
9/26/24 0:00,5.806299064484403,"IMERG - Newport, TN"
9/26/24 1:00,6.135432909235475,"IMERG - Newport, TN"
9/26/24 2:00,6.4744092830581454,"IMERG - Newport, TN"
9/26/24 3:00,6.646850223059025,"IMERG - Newport, TN"
9/26/24 4:00,6.701180930359392,"IMERG - Newport, TN"
9/26/24 5:00,6.769684864222769,"IMERG - Newport, TN"
